Species,Locality,Lat,Lon,Elevation(feet),Binary
T_sordida,State of Maranhí£o ,-4.96095,-45.27442,666.8,1
T_sordida,State of Minas Gerais ,-18.51218,-44.55503,2164.4,1
T_sordida,Uberaba ,-19.74737,-47.93915,2452.1,1
T_sordida,Montes Claros ,-16.72864,-43.85821,2160.2,1
T_sordida,State of Paraníç ,-25.25209,-52.02154,2514.8,1
T_sordida,State of Pernambuco ,-8.81372,-36.95411,1478.3,1
T_sordida,State of Piauí_ ,-7.71834,-42.72892,911.4,1
T_sordida,State of Rio Grande do Sul ,-30.03463,-51.2177,62.1,1
T_sordida,State of Santa Catarina ,-27.24234,-50.21886,3106.9,1
T_sordida,State of Sí£o Paulo ,-23.54318,-46.62918,2395.6,1
T_sordida,State of Tocantins ,-10.17528,-48.29825,983.2,1
T_sordida,Federal District ,-15.82669,-47.92182,3552.6,1
T_sordida,Concepcion ,-22.81193,-57.10132,420.7,1
T_sordida,Cordillera ,-25.22895,-57.01117,399.6,1
T_sordida,Itacurubí_ del Rosario ,-24.54158,-56.81987,275.2,1
T_sordida,Presidente Hayes Department ,-23.35126,-58.73736,331.4,1
T_sordida,Boqueron ,-21.74493,-60.95401,610.6,1
T_sordida,San Pedro ,-24.19487,-56.56165,627.7,1
T_sordida,Paraguari ,-26.17403,-57.10132,438.5,1
T_sordida,Central ,-25.56281,-57.50799,288.9,1
T_sordida,Nueva Asuncion ,-20.70307,-61.92321,1004,1
T_sordida,Uruguay ,-32.52278,-55.76584,290.9,1
T_sordida,Ponto 49 ,-3.55728,-72.37793,249.3,0
T_sordida,Ponto 50 ,-0.13184,-67.71973,351.1,0
T_sordida,Ponto 51 ,2.98693,-65.43457,449.6,0
T_sordida,Ponto 52 ,0.52734,-60.99609,154.2,0
T_sordida,Ponto 53 ,-4.91583,-76.11328,448.2,0
T_sordida,Ponto 54 ,5.00339,-59.0625,354.3,0
T_sordida,Ponto 55 ,1.80146,-55.67871,1151.6,0
T_sordida,Ponto 56 ,-1.18644,-64.59961,212.5,0
T_sordida,Ponto 57 ,-4.47786,-67.63184,354.4,0
T_sordida,Ponto 58 ,-0.74705,-56.82129,370.9,0
T_tibiamaculata,State of Alagoas ,-9.5713058,-36.7819505,,1
T_tibiamaculata,State of Bahia ,-12.579738,-41.7007272,,1
T_tibiamaculata,State of Espí_rito Santo ,-19.1834229,-40.3088626,,1
T_tibiamaculata,State of Minas Gerais ,-18.512178,-44.5550308,,1
T_tibiamaculata,State of Paraníç ,-25.2520888,-52.0215415,,1
T_tibiamaculata,State of Pernambuco ,-8.8137173,-36.954107,,1
T_tibiamaculata,State of Rio de Janeiro ,-22.9139476,-43.2093973,,1
T_tibiamaculata,State of Santa Catarina ,-27.2423392,-50.2188556,,1
T_tibiamaculata,State of Sí£o Paulo ,-23.5431786,-46.6291845,,1
T_tibiamaculata,State of Sergipe ,-10.5740934,-37.3856581,,1
T_tibiamaculata,Salvador ,-12.9730401,-38.502304,,1
T_tibiamaculata,Ponto 12 ,-3.2940822,-55.8544922,,0
T_tibiamaculata,Ponto 13 ,-5.7908968,-59.0185547,,0
T_tibiamaculata,Ponto 14 ,-7.7980785,-60.1611328,,0
T_tibiamaculata,Ponto 15 ,-10.8361176,-60.0734741,,0
T_tibiamaculata,Ponto 16 ,-15.5383759,-61.6113281,,0
T_tibiamaculata,Ponto 17 ,-17.3925793,-62.1386719,,0
T_tibiamaculata,Ponto 18 ,-21.3712444,-63.4570312,,0
T_tibiamaculata,Ponto 19 ,-24.3671136,-64.1162109,,0
T_tibiamaculata,Ponto 20 ,0.2636709,-57.65625,,0
T_tibiamaculata,Ponto 21 ,-7.7545373,-67.8076172,,0
T_venosa,Boyaca ,5.45451,-73.362,7905.7,1
T_venosa,Santander Department ,6.64371,-73.65362,2313.7,1
T_venosa,Costa Rica ,9.74892,-83.75343,4605.5,1
T_venosa,Azuay ,-2.89431,-78.99683,8299.6,1
T_venosa,Ponto 5 ,-14.30697,-62.18262,714.8,0
T_venosa,Ponto 6 ,-13.06878,-59.19434,1269.1,0
T_venosa,Ponto 7 ,-11.39388,-57.17285,1076.3,0
T_venosa,Ponto 8 ,-8.45064,-55.72266,1945.9,0
T_venosa,Ponto 9 ,-6.83917,-60.0293,483.7,0
T_venosa,Ponto 10 ,14.81737,-88.68164,1696.1,0
T_venosa,Ponto 11 ,16.55196,-91.71387,4073.5,0
T_venosa,Ponto 12 ,16.97274,-94.43848,3131.1,0
T_venosa,Ponto 13 ,17.14079,-97.38281,5521.3,0
T_venosa,Ponto 14 ,21.04349,-88.94531,41.4,0
